,2024-06-30
FreeCashFlow,16524000000.0
RepurchaseOfCapitalStock,-5006000000.0
RepaymentOfDebt,-10024000000.0
IssuanceOfDebt,7582000000.0
CapitalExpenditure,-3322000000.0
InterestPaidSupplementalData,878000000.0
IncomeTaxPaidSupplementalData,4363000000.0
EndCashPosition,9482000000.0
BeginningCashPosition,8246000000.0
EffectOfExchangeRateChanges,-251000000.0
ChangesInCash,1487000000.0
FinancingCashFlow,-14855000000.0
CashFlowFromContinuingFinancingActivities,-14855000000.0
ProceedsFromStockOptionExercised,1905000000.0
CashDividendsPaid,-9312000000.0
CommonStockDividendPaid,
NetCommonStockIssuance,-5006000000.0
CommonStockPayments,-5006000000.0
NetIssuancePaymentsOfDebt,-2442000000.0
NetShortTermDebtIssuance,-3304000000.0
ShortTermDebtPayments,-7689000000.0
ShortTermDebtIssuance,4385000000.0
NetLongTermDebtIssuance,862000000.0
LongTermDebtPayments,-2335000000.0
LongTermDebtIssuance,3197000000.0
InvestingCashFlow,-3504000000.0
CashFlowFromContinuingInvestingActivities,-3504000000.0
NetOtherInvestingChanges,-161000000.0
NetInvestmentPurchaseAndSale,
SaleOfInvestment,
PurchaseOfInvestment,
NetBusinessPurchaseAndSale,-21000000.0
PurchaseOfBusiness,-21000000.0
CapitalExpenditureReported,-3322000000.0
OperatingCashFlow,19846000000.0
CashFlowFromContinuingOperatingActivities,19847000000.0
ChangeInWorkingCapital,-436000000.0
ChangeInOtherWorkingCapital,-1414000000.0
ChangeInPayablesAndAccruedExpense,1814000000.0
ChangeInPayable,1814000000.0
ChangeInAccountPayable,1814000000.0
ChangeInInventory,-70000000.0
ChangeInReceivables,-766000000.0
ChangesInAccountReceivables,-766000000.0
OtherNonCashItems,968000000.0
StockBasedCompensation,562000000.0
AssetImpairmentCharge,1341000000.0
DeferredTax,-244000000.0
DeferredIncomeTax,-244000000.0
DepreciationAmortizationDepletion,2896000000.0
DepreciationAndAmortization,2896000000.0
OperatingGainsLosses,-215000000.0
NetIncomeFromContinuingOperations,14974000000.0
