Unnamed: 0,2024-09-30
TreasurySharesNumber,
OrdinarySharesNumber,15116786000.0
ShareIssued,15116786000.0
NetDebt,76686000000.0
TotalDebt,106629000000.0
TangibleBookValue,56950000000.0
InvestedCapital,163579000000.0
WorkingCapital,-23405000000.0
NetTangibleAssets,56950000000.0
CapitalLeaseObligations,
CommonStockEquity,56950000000.0
TotalCapitalization,142700000000.0
TotalEquityGrossMinorityInterest,56950000000.0
StockholdersEquity,56950000000.0
GainsLossesNotAffectingRetainedEarnings,-7172000000.0
OtherEquityAdjustments,-7172000000.0
RetainedEarnings,-19154000000.0
CapitalStock,83276000000.0
CommonStock,83276000000.0
TotalLiabilitiesNetMinorityInterest,308030000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,131638000000.0
OtherNonCurrentLiabilities,36634000000.0
TradeandOtherPayablesNonCurrent,9254000000.0
LongTermDebtAndCapitalLeaseObligation,85750000000.0
LongTermCapitalLeaseObligation,
LongTermDebt,85750000000.0
CurrentLiabilities,176392000000.0
OtherCurrentLiabilities,51703000000.0
CurrentDeferredLiabilities,8249000000.0
CurrentDeferredRevenue,8249000000.0
CurrentDebtAndCapitalLeaseObligation,20879000000.0
CurrentCapitalLeaseObligation,
CurrentDebt,20879000000.0
OtherCurrentBorrowings,10912000000.0
CommercialPaper,9967000000.0
PayablesAndAccruedExpenses,95561000000.0
Payables,95561000000.0
TotalTaxPayable,26601000000.0
IncomeTaxPayable,26601000000.0
AccountsPayable,68960000000.0
TotalAssets,364980000000.0
TotalNonCurrentAssets,211993000000.0
OtherNonCurrentAssets,55335000000.0
NonCurrentDeferredAssets,19499000000.0
NonCurrentDeferredTaxesAssets,19499000000.0
InvestmentsAndAdvances,91479000000.0
OtherInvestments,
InvestmentinFinancialAssets,91479000000.0
AvailableForSaleSecurities,91479000000.0
NetPPE,45680000000.0
AccumulatedDepreciation,-73448000000.0
GrossPPE,119128000000.0
Leases,14233000000.0
OtherProperties,
MachineryFurnitureEquipment,80205000000.0
LandAndImprovements,24690000000.0
Properties,0.0
CurrentAssets,152987000000.0
OtherCurrentAssets,14287000000.0
Inventory,7286000000.0
Receivables,66243000000.0
OtherReceivables,32833000000.0
AccountsReceivable,33410000000.0
CashCashEquivalentsAndShortTermInvestments,65171000000.0
OtherShortTermInvestments,35228000000.0
CashAndCashEquivalents,29943000000.0
CashEquivalents,2744000000.0
CashFinancial,27199000000.0
FreeCashFlow,108807000000.0
RepurchaseOfCapitalStock,-94949000000.0
RepaymentOfDebt,-9958000000.0
IssuanceOfDebt,0.0
IssuanceOfCapitalStock,
CapitalExpenditure,-9447000000.0
InterestPaidSupplementalData,
IncomeTaxPaidSupplementalData,26102000000.0
EndCashPosition,29943000000.0
BeginningCashPosition,30737000000.0
ChangesInCash,-794000000.0
FinancingCashFlow,-121983000000.0
CashFlowFromContinuingFinancingActivities,-121983000000.0
NetOtherFinancingCharges,-5802000000.0
CashDividendsPaid,-15234000000.0
CommonStockDividendPaid,-15234000000.0
NetCommonStockIssuance,-94949000000.0
CommonStockPayments,-94949000000.0
CommonStockIssuance,
NetIssuancePaymentsOfDebt,-5998000000.0
NetShortTermDebtIssuance,3960000000.0
NetLongTermDebtIssuance,-9958000000.0
LongTermDebtPayments,-9958000000.0
LongTermDebtIssuance,0.0
InvestingCashFlow,2935000000.0
CashFlowFromContinuingInvestingActivities,2935000000.0
NetOtherInvestingChanges,-1308000000.0
NetInvestmentPurchaseAndSale,13690000000.0
SaleOfInvestment,62346000000.0
PurchaseOfInvestment,-48656000000.0
NetBusinessPurchaseAndSale,
PurchaseOfBusiness,
NetPPEPurchaseAndSale,-9447000000.0
PurchaseOfPPE,-9447000000.0
OperatingCashFlow,118254000000.0
CashFlowFromContinuingOperatingActivities,118254000000.0
ChangeInWorkingCapital,3651000000.0
ChangeInOtherWorkingCapital,
ChangeInOtherCurrentLiabilities,15552000000.0
ChangeInOtherCurrentAssets,-11731000000.0
ChangeInPayablesAndAccruedExpense,6020000000.0
ChangeInPayable,6020000000.0
ChangeInAccountPayable,6020000000.0
ChangeInInventory,-1046000000.0
ChangeInReceivables,-5144000000.0
ChangesInAccountReceivables,-3788000000.0
OtherNonCashItems,-2266000000.0
StockBasedCompensation,11688000000.0
DeferredTax,
DeferredIncomeTax,
DepreciationAmortizationDepletion,11445000000.0
DepreciationAndAmortization,11445000000.0
NetIncomeFromContinuingOperations,93736000000.0
TaxEffectOfUnusualItems,0.0
TaxRateForCalcs,0.241
NormalizedEBITDA,134661000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,93736000000.0
ReconciledDepreciation,11445000000.0
ReconciledCostOfRevenue,210352000000.0
EBITDA,134661000000.0
EBIT,123216000000.0
NetInterestIncome,
InterestExpense,
InterestIncome,
NormalizedIncome,93736000000.0
NetIncomeFromContinuingAndDiscontinuedOperation,93736000000.0
TotalExpenses,267819000000.0
TotalOperatingIncomeAsReported,123216000000.0
DilutedAverageShares,15408095000.0
BasicAverageShares,15343783000.0
DilutedEPS,6.08
BasicEPS,6.11
DilutedNIAvailtoComStockholders,93736000000.0
NetIncomeCommonStockholders,93736000000.0
NetIncome,93736000000.0
NetIncomeIncludingNoncontrollingInterests,93736000000.0
NetIncomeContinuousOperations,93736000000.0
TaxProvision,29749000000.0
PretaxIncome,123485000000.0
OtherIncomeExpense,269000000.0
OtherNonOperatingIncomeExpenses,269000000.0
NetNonOperatingInterestIncomeExpense,
InterestExpenseNonOperating,
InterestIncomeNonOperating,
OperatingIncome,123216000000.0
OperatingExpense,57467000000.0
ResearchAndDevelopment,31370000000.0
SellingGeneralAndAdministration,26097000000.0
GrossProfit,180683000000.0
CostOfRevenue,210352000000.0
TotalRevenue,391035000000.0
OperatingRevenue,391035000000.0
